MakeCode,BodyStyleDescription,VFactsClass,FuelTypeDescription,EngineTypeDescription,GearNum,EngineSize,Cylinders,Power,PowerRPMTo,Torque,TorqueRPMTo,DoorNum,WheelBase,Height,Length,Width,KerbWeight,SeatCapacity,YearGroup,Sold_Date,KM,AverageKM,GoodKM,SaleCategory,Branch,BuildCountryOriginDescription,NewPrice,Sold_Amount,ColorGroup,Aging,Age_Comp_Months_Fixed,KM per Year,RelativePower,RelativeTorque
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,3456,6,200.0,6200.0,336.0,4700.0,4,2775.0,1470.0,4825.0,1820.0,1610.0,5.0,2010,2014-10-11 00:00:00.000,41602.0,180.0,110.0,Special Fixed Price,Belmore (NSW),AUSTRALIA,41490.0,16150.0,gray,4,48.0,10400.5,0.12422360248447205,0.20869565217391303
TOYO,Wagon,SUV,Diesel,Piston,5.0,4461,8,151.0,3400.0,430.0,3200.0,5,2730.0,1955.0,4870.0,1790.0,2230.0,5.0,2011,2015-06-02 00:00:00.000,197461.0,180.0,120.0,Auction,Townsville (QLD),JAPAN,59140.0,26750.0,white,4,48.0,49365.25,0.06771300448430494,0.19282511210762332
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,157.0,4900.0,357.0,3000.0,4,2792.0,1412.0,4907.0,1870.0,1528.0,5.0,1999,2002-02-09 00:00:00.000,51457.0,450.0,270.0,Auction,Canberra (ACT),AUSTRALIA,34990.0,19400.0,indigo,3,28.0,22053.0,0.10274869109947644,0.23363874345549737
DAIH,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,5.0,993,3,38.0,5600.0,76.0,3200.0,3,2340.0,1385.0,3680.0,1615.0,720.0,5.0,1992,2001-08-27 00:00:00.000,126913.0,625.0,375.0,Auction,Geebung (QLD),JAPAN,11993.0,3600.0,green,9,107.0,14233.233644859814,0.05277777777777778,0.10555555555555556
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,1796,4,104.0,6200.0,176.0,3800.0,4,2685.0,1477.0,4615.0,1797.0,1396.0,5.0,2011,2014-02-12 00:00:00.000,17369.0,150.0,90.0,Auction,Belmore (NSW),AUSTRALIA,23240.0,10300.0,blue,3,28.0,7443.857142857142,0.07449856733524356,0.12607449856733524
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston - Electric,1.0,2362,4,110.0,6000.0,187.0,4400.0,4,2775.0,1480.0,4815.0,1820.0,1645.0,5.0,2010,2013-02-05 00:00:00.000,63282.0,180.0,110.0,Auction,Sunshine (VIC),AUSTRALIA,36990.0,17000.0,gray,3,30.0,25312.8,0.0668693009118541,0.11367781155015197
MITS,Cab Chassis,Light Commercial,Diesel,Piston,5.0,2835,4,92.0,4000.0,294.0,2000.0,2,2960.0,1775.0,5110.0,1695.0,1745.0,3.0,2003,2013-05-08 00:00:00.000,173672.0,350.0,210.0,Auction,Rundles Wagga Wagga (NSW),THAILAND,35740.0,6600.0,white,10,120.0,17367.2,0.05272206303724929,0.16848137535816618
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,157.0,4900.0,357.0,3000.0,4,2793.0,1437.0,4907.0,1870.0,1524.0,5.0,2000,2005-12-06 00:00:00.000,126645.0,425.0,255.0,Auction,Tullamarine (VIC),AUSTRALIA,37945.0,7200.0,violet,5,60.0,25329.0,0.10301837270341208,0.234251968503937
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,182.0,5000.0,380.0,3250.0,4,2829.0,1444.0,4916.0,1864.0,1664.0,5.0,2005,2009-06-16 00:00:00.000,143008.0,300.0,180.0,Auction,Sunshine (VIC),AUSTRALIA,39655.0,13000.0,red,4,48.0,35752.0,0.109375,0.2283653846153846
MITS,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3497,6,147.0,5000.0,300.0,4000.0,5,2722.0,1482.0,4811.0,1785.0,1515.0,5.0,2000,2002-09-14 00:00:00.000,55472.0,425.0,255.0,Auction,Canberra (ACT),AUSTRALIA,31000.0,16800.0,white,2,24.0,27736.0,0.09702970297029703,0.19801980198019803
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2164,4,93.0,5200.0,189.0,4400.0,4,2620.0,1400.0,4725.0,1770.0,1300.0,5.0,1994,2001-06-05 00:00:00.000,159698.0,575.0,345.0,Auction,Hobart (TAS),AUSTRALIA,27230.0,8000.0,white,7,84.0,22814.0,0.07153846153846154,0.1453846153846154
FORD,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,6.0,1596,4,89.0,6300.0,151.0,4300.0,5,2489.0,1454.0,3950.0,1722.0,1095.0,5.0,2010,2013-10-09 00:00:00.000,77617.0,180.0,110.0,Dealer Only Auction,Sunshine (VIC),THAILAND,18990.0,8509.0,white,3,36.0,25872.333333333332,0.08127853881278539,0.13789954337899543
MITS,Utility,Light Commercial,Diesel,Piston,4.0,2477,4,100.0,3800.0,314.0,2000.0,4,3000.0,1775.0,5210.0,1750.0,1796.0,5.0,2011,2015-10-06 00:00:00.000,101001.0,150.0,90.0,Auction,Balcatta (WA),THAILAND,34590.0,13100.0,gray,4,48.0,25250.25,0.0556792873051225,0.17483296213808464
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,1794,4,100.0,6000.0,171.0,4200.0,4,2600.0,1470.0,4365.0,1695.0,1083.0,5.0,2007,2009-06-23 00:00:00.000,61265.0,250.0,150.0,Auction,Hobart (TAS),JAPAN,21840.0,14000.0,blue,2,20.0,36759.0,0.09233610341643583,0.15789473684210525
MITS,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,2972,6,140.0,5500.0,255.0,4500.0,5,2722.0,1482.0,4811.0,1785.0,1514.0,5.0,1999,2003-09-01 00:00:00.000,106409.0,450.0,270.0,Auction,Belmore (NSW),AUSTRALIA,31240.0,8800.0,white,4,48.0,26602.25,0.09247027741083223,0.16842800528401586
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,157.0,4900.0,357.0,3000.0,4,2792.0,1437.0,4907.0,1870.0,1515.0,5.0,2000,2003-06-30 00:00:00.000,72886.0,425.0,255.0,Auction,Adelaide (SA),AUSTRALIA,30690.0,12200.0,violet,3,36.0,24295.333333333332,0.10363036303630363,0.23564356435643563
PEUG,Hatchback,Passenger,Petrol - Premium ULP,Piston,4.0,1598,4,103.0,6000.0,240.0,1400.0,5,2608.0,1519.0,4276.0,1821.0,1415.0,5.0,2010,2015-02-24 00:00:00.000,43584.0,180.0,110.0,Auction,Sunshine (VIC),FRANCE,33990.0,13500.0,white,5,50.0,10460.16,0.07279151943462897,0.1696113074204947
HOLD,Sedan,Passenger,Petrol or LPG (Dual),Piston,4.0,3565,6,175.0,6500.0,318.0,2400.0,4,2915.0,1476.0,4894.0,1899.0,1791.0,5.0,2009,2014-08-13 00:00:00.000,169489.0,200.0,120.0,Dealer Only Auction,Sunshine (VIC),AUSTRALIA,42390.0,6650.0,gray,5,56.0,36319.07142857143,0.0977107761027359,0.17755443886097153
HOLD,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,4987,8,165.0,4400.0,385.0,3600.0,2,2822.0,1510.0,4896.0,1794.0,1443.0,2.0,1996,2008-09-03 00:00:00.000,162602.0,630.0,420.0,Auction,Geebung (QLD),AUSTRALIA,29300.0,5500.0,indigo,12,144.0,13550.166666666666,0.11434511434511435,0.2668052668052668
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,157.0,4900.0,357.0,3000.0,4,2792.0,1437.0,4907.0,1870.0,1590.0,5.0,1999,2001-05-03 00:00:00.000,38082.0,450.0,270.0,Auction,Newcastle (NSW),AUSTRALIA,34490.0,17600.0,red,2,18.0,25388.0,0.09874213836477988,0.22452830188679246
TOYO,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,3956,6,175.0,5200.0,343.0,4800.0,4,3085.0,1695.0,5130.0,1760.0,1610.0,5.0,2009,2015-07-15 00:00:00.000,37727.0,240.0,160.0,Dealer Only Auction,Geebung (QLD),THAILAND,35690.0,15111.0,white,6,72.0,6287.833333333333,0.10869565217391304,0.21304347826086956
TOYO,Wagon,SUV,Diesel,Piston,6.0,2982,4,127.0,3400.0,410.0,2800.0,5,2790.0,1845.0,4930.0,1885.0,2195.0,5.0,2011,2014-08-26 00:00:00.000,85002.0,150.0,90.0,Auction,Balcatta (WA),JAPAN,55990.0,27750.0,white,3,36.0,28334.0,0.05785876993166287,0.1867881548974943
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3565,6,175.0,6000.0,320.0,2800.0,4,2789.0,1440.0,4895.0,1842.0,1587.0,5.0,2005,2007-09-10 00:00:00.000,52809.0,300.0,180.0,Auction,Geebung (QLD),AUSTRALIA,43450.0,18000.0,gray,2,24.0,26404.5,0.11027095148078135,0.20163831127914303
FORD,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,3984,6,182.0,5000.0,380.0,3250.0,2,3096.0,1517.0,5077.0,1870.0,1577.0,2.0,2003,2012-05-02 00:00:00.000,162590.0,260.0,140.0,Auction,Rundles Wagga Wagga (NSW),AUSTRALIA,34205.0,7600.0,gray,9,106.0,18406.41509433962,0.11540900443880786,0.24096385542168675
HOLD,Cab Chassis,Light Commercial,Diesel,Piston,5.0,2999,4,120.0,3600.0,360.0,1800.0,2,3200.0,1725.0,5000.0,1800.0,1637.0,3.0,2009,2012-11-14 00:00:00.000,89583.0,240.0,160.0,Special Fixed Price,Balcatta (WA),THAILAND,34490.0,17899.99,white,3,36.0,29861.0,0.07330482590103848,0.21991447770311545
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,152.0,5200.0,305.0,3600.0,4,2788.0,1450.0,4964.0,1842.0,1620.0,5.0,2001,2003-09-20 00:00:00.000,54849.0,400.0,240.0,Auction,Canberra (ACT),AUSTRALIA,47550.0,26200.0,indigo,2,24.0,27424.5,0.09382716049382717,0.1882716049382716
TOYO,Utility,Light Commercial,Diesel,Piston,5.0,2982,4,126.0,3600.0,343.0,3400.0,4,3085.0,1695.0,5130.0,1760.0,1665.0,5.0,2007,2015-02-27 00:00:00.000,127521.0,300.0,200.0,Pickles Online,Sunshine (VIC),THAILAND,35590.0,10000.0,white,8,93.0,16454.322580645163,0.07567567567567568,0.206006006006006
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,157.0,4900.0,357.0,3000.0,4,2792.0,1437.0,4907.0,1870.0,1600.0,5.0,1999,2002-12-30 00:00:00.000,148033.0,450.0,270.0,Auction,Belmore (NSW),AUSTRALIA,30690.0,12800.0,white,3,36.0,49344.333333333336,0.098125,0.223125
TOYO,Wagon,SUV,Diesel,Piston,5.0,4461,8,151.0,3400.0,430.0,3200.0,5,2730.0,1940.0,4910.0,1870.0,2230.0,5.0,2011,2015-03-25 00:00:00.000,47438.0,180.0,120.0,Auction,Adelaide (SA),JAPAN,62640.0,50500.0,white,4,40.0,14231.4,0.06771300448430494,0.19282511210762332
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,157.0,4900.0,357.0,3000.0,4,2792.0,1412.0,4907.0,1870.0,1514.0,5.0,2001,2003-07-10 00:00:00.000,65870.0,400.0,240.0,Fixed Price,Canberra (ACT),AUSTRALIA,35540.0,20160.0,indigo,2,24.0,32935.0,0.1036988110964333,0.2357992073976222
SUZU,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,5.0,1372,4,70.0,6000.0,130.0,4000.0,5,2430.0,1510.0,3850.0,1695.0,1025.0,5.0,2011,2015-05-12 00:00:00.000,84658.0,150.0,90.0,Auction,Townsville (QLD),JAPAN,18990.0,9500.0,white,4,48.0,21164.5,0.06829268292682927,0.12682926829268293
FORD,Wagon,Passenger,Diesel,Piston,6.0,1997,4,120.0,4000.0,340.0,2500.0,5,2850.0,1500.0,4778.0,1886.0,1603.0,5.0,2011,2014-10-07 00:00:00.000,122684.0,150.0,90.0,Auction,Belmore (NSW),BELGIUM,37340.0,10000.0,white,3,36.0,40894.666666666664,0.07485963817841547,0.21210230817217718
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,2198,4,104.0,5200.0,200.0,4000.0,4,2637.0,1427.0,4495.0,1707.0,1308.0,5.0,1999,2002-02-12 00:00:00.000,40940.0,450.0,270.0,Auction,Hobart (TAS),AUSTRALIA,24990.0,16900.0,indigo,3,30.0,16376.0,0.07951070336391437,0.1529051987767584
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,1796,4,104.0,6200.0,176.0,3800.0,4,2685.0,1477.0,4615.0,1788.0,1385.0,5.0,2011,2014-09-18 00:00:00.000,12418.0,150.0,90.0,Auction,Canberra (ACT),AUSTRALIA,22990.0,11500.0,white,3,36.0,4139.333333333333,0.07509025270758123,0.12707581227436823
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,182.0,5000.0,380.0,3250.0,4,2829.0,1444.0,4916.0,1864.0,1648.0,5.0,2003,2006-11-21 00:00:00.000,65768.0,350.0,210.0,Auction,Townsville (QLD),AUSTRALIA,34660.0,10750.0,white,3,36.0,21922.666666666668,0.1104368932038835,0.23058252427184467
TOYO,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,2362,4,125.0,6000.0,224.0,4000.0,5,2950.0,1750.0,4795.0,1800.0,1795.0,8.0,2011,2015-12-08 00:00:00.000,178938.0,150.0,90.0,Auction,Hobart (TAS),JAPAN,52490.0,16600.0,white,4,48.0,44734.5,0.06963788300835655,0.12479108635097493
FORD,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,4.0,3984,6,182.0,5000.0,380.0,3250.0,2,3096.0,1517.0,5077.0,1870.0,1655.0,3.0,2003,2007-12-12 00:00:00.000,48122.0,420.0,280.0,Auction,Belmore (NSW),AUSTRALIA,27485.0,14100.0,white,4,48.0,12030.5,0.10996978851963746,0.229607250755287
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,157.0,4900.0,357.0,3000.0,4,2792.0,1412.0,4907.0,1870.0,1504.0,5.0,2000,2002-07-13 00:00:00.000,47827.0,425.0,255.0,Auction,Canberra (ACT),AUSTRALIA,34625.0,21500.0,indigo,2,24.0,23913.5,0.10438829787234043,0.23736702127659576
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston - Electric,1.0,2362,4,110.0,6000.0,187.0,4400.0,4,2775.0,1480.0,4815.0,1820.0,1645.0,5.0,2010,2012-01-25 00:00:00.000,13306.0,180.0,110.0,Dealer Only Auction,Adelaide (SA),AUSTRALIA,36990.0,20500.0,gray,2,19.0,8403.789473684212,0.0668693009118541,0.11367781155015197
HOLD,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,4.0,3565,6,175.0,6000.0,320.0,2400.0,4,3200.0,1512.0,5306.0,1870.0,1758.0,5.0,2005,2010-10-23 00:00:00.000,154376.0,360.0,240.0,Fixed Price,Geebung (QLD),AUSTRALIA,39690.0,12000.0,blue,5,60.0,30875.2,0.09954493742889647,0.1820250284414107
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,157.0,4900.0,357.0,3000.0,4,2791.0,1453.0,4906.0,1861.0,1695.0,5.0,1997,2000-01-17 00:00:00.000,45411.0,500.0,300.0,Auction,Geebung (QLD),AUSTRALIA,33341.0,17000.0,indigo,3,26.0,20958.923076923078,0.09262536873156342,0.21061946902654868
TOYO,Bus,Light Commercial,Diesel,Piston,5.0,2494,4,80.0,3600.0,260.0,2600.0,5,3110.0,2285.0,5380.0,1880.0,2084.0,14.0,2005,2011-05-23 00:00:00.000,126415.0,360.0,240.0,Auction,Adelaide (SA),JAPAN,49900.0,26900.0,white,6,65.0,23338.153846153844,0.03838771593090211,0.12476007677543186
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,2362,4,117.0,5700.0,218.0,4000.0,4,2775.0,1480.0,4815.0,1820.0,1500.0,5.0,2007,2010-09-27 00:00:00.000,64280.0,250.0,150.0,Auction,Belmore (NSW),AUSTRALIA,29500.0,12000.0,blue,3,36.0,21426.666666666668,0.078,0.14533333333333334
HOLD,Cab Chassis,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,2198,4,87.0,5000.0,190.0,3800.0,2,3025.0,1595.0,4700.0,1690.0,1194.0,3.0,2001,2006-11-15 00:00:00.000,75149.0,480.0,320.0,Auction,Belmore (NSW),JAPAN,17560.0,9000.0,white,5,60.0,15029.8,0.0728643216080402,0.15912897822445563
TOYO,Wagon,SUV,Petrol - Unleaded ULP,Piston,5.0,4664,8,170.0,4800.0,410.0,3400.0,5,2850.0,1890.0,4890.0,1940.0,2393.0,8.0,2004,2013-12-19 00:00:00.000,118728.0,325.0,195.0,Auction,Canberra (ACT),JAPAN,59300.0,16250.0,white,9,108.0,13192.0,0.0710405348934392,0.17133305474300042
FORD,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,4.0,1598,4,75.0,5500.0,145.0,4000.0,5,2610.0,1410.0,4250.0,1705.0,1131.0,5.0,2001,2003-09-13 00:00:00.000,35844.0,400.0,240.0,Fixed Price,Belmore (NSW),JAPAN,22778.0,16500.0,gray,2,24.0,17922.0,0.06631299734748011,0.1282051282051282
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,1794,4,100.0,6000.0,171.0,4200.0,4,2600.0,1470.0,4365.0,1695.0,1111.0,5.0,2005,2010-03-23 00:00:00.000,33230.0,300.0,180.0,Auction,Sunshine (VIC),JAPAN,25400.0,13700.0,white,5,51.0,7818.823529411765,0.09000900090009001,0.15391539153915393
HOLD,Utility,Light Commercial,Diesel,Piston,5.0,2999,4,96.0,3800.0,280.0,2400.0,4,3050.0,1750.0,4900.0,1800.0,1880.0,5.0,2006,2010-07-05 00:00:00.000,106264.0,330.0,220.0,Auction,Geebung (QLD),THAILAND,39990.0,19800.0,white,4,48.0,26566.0,0.05106382978723404,0.14893617021276595
NISS,Sedan,Passenger,Petrol - Premium ULP,Piston,4.0,3498,6,170.0,5600.0,333.0,2800.0,4,2775.0,1470.0,4890.0,1765.0,1480.0,5.0,2004,2011-04-07 00:00:00.000,103500.0,325.0,195.0,Auction,Dubbo (NSW),JAPAN,45990.0,8400.0,white,7,83.0,14963.855421686747,0.11486486486486487,0.225
HOLD,Cab Chassis,Light Commercial,Diesel,Piston,5.0,2999,4,120.0,3600.0,360.0,1800.0,4,3200.0,1735.0,4880.0,1800.0,1787.0,5.0,2010,2014-12-03 00:00:00.000,112263.0,210.0,140.0,Dealer Only Auction,Sunshine (VIC),THAILAND,44790.0,21000.0,gray,4,48.0,28065.75,0.06715165081141578,0.20145495243424735
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3565,6,180.0,6000.0,330.0,2600.0,4,2915.0,1476.0,4894.0,1899.0,1690.0,5.0,2006,2010-11-30 00:00:00.000,58776.0,275.0,165.0,Pickles Online,Balcatta (WA),AUSTRALIA,34490.0,12250.0,gray,4,48.0,14694.0,0.10650887573964497,0.1952662721893491
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2164,4,95.0,5200.0,187.0,4400.0,4,2670.0,1420.0,4755.0,1780.0,1370.0,5.0,1998,1999-10-05 00:00:00.000,44106.0,475.0,285.0,Auction,Belmore (NSW),AUSTRALIA,27000.0,18600.0,green,1,12.0,44106.0,0.06934306569343066,0.1364963503649635
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2995,6,141.0,5200.0,279.0,4400.0,4,2720.0,1490.0,4805.0,1795.0,1485.0,5.0,2003,2006-01-23 00:00:00.000,61785.0,350.0,210.0,Auction,Adelaide (SA),AUSTRALIA,32490.0,15000.0,green,3,26.0,28516.153846153848,0.09494949494949495,0.18787878787878787
HOND,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2997,6,147.0,5600.0,265.0,4700.0,4,2715.0,1445.0,4795.0,1785.0,1429.0,5.0,1998,2006-04-05 00:00:00.000,143474.0,475.0,285.0,Auction,Belmore (NSW),JAPAN,43950.0,9750.0,gray,8,96.0,17934.25,0.10286913925822254,0.185444366689993
TOYO,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,3956,6,175.0,5200.0,343.0,4800.0,4,3085.0,1695.0,5130.0,1760.0,1580.0,5.0,2008,2011-03-01 00:00:00.000,58918.0,270.0,180.0,Auction,Townsville (QLD),THAILAND,32390.0,17500.0,white,3,29.0,24379.862068965518,0.11075949367088607,0.2170886075949367
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,3456,6,200.0,6200.0,336.0,4700.0,4,2775.0,1470.0,4825.0,1820.0,1615.0,5.0,2008,2012-07-12 00:00:00.000,74664.0,230.0,140.0,Auction,Sunshine (VIC),AUSTRALIA,38990.0,11100.0,black,4,47.0,19063.148936170215,0.1238390092879257,0.20804953560371517
TOYO,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,3995,6,179.0,5200.0,343.0,3800.0,5,2790.0,1865.0,4850.0,1875.0,2110.0,8.0,2004,2013-12-18 00:00:00.000,185658.0,325.0,195.0,Auction,Geebung (QLD),JAPAN,55270.0,13000.0,white,9,108.0,20628.666666666668,0.08483412322274882,0.16255924170616115
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2362,4,112.0,5600.0,218.0,4000.0,4,2720.0,1495.0,4805.0,1795.0,1460.0,5.0,2006,2008-02-07 00:00:00.000,32776.0,275.0,165.0,Auction,Canberra (ACT),AUSTRALIA,29150.0,16200.0,white,2,24.0,16388.0,0.07671232876712329,0.14931506849315068
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2995,6,145.0,5200.0,284.0,4400.0,4,2720.0,1490.0,4830.0,1795.0,1530.0,5.0,2003,2005-03-14 00:00:00.000,48609.0,350.0,210.0,Auction,Belmore (NSW),AUSTRALIA,38990.0,21750.0,red,2,24.0,24304.5,0.09477124183006536,0.18562091503267975
MERC,Roadster,Passenger,Petrol - Premium ULP,Piston,7.0,3498,6,200.0,6000.0,350.0,5000.0,2,2430.0,1298.0,4082.0,1788.0,1495.0,2.0,2006,2014-04-14 00:00:00.000,54329.0,200.0,110.0,Auction,Belmore (NSW),GERMANY,114400.0,27000.0,indigo,8,95.0,6862.610526315789,0.13377926421404682,0.23411371237458195
TOYO,Bus,Light Commercial,Diesel,Piston,5.0,2986,4,66.0,4000.0,192.0,2400.0,4,2890.0,2225.0,5200.0,1690.0,1782.0,14.0,2002,2006-06-08 00:00:00.000,34315.0,450.0,300.0,Auction,Darwin (NT),JAPAN,44520.0,25000.0,white,4,48.0,8578.75,0.037037037037037035,0.10774410774410774
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,182.0,5000.0,380.0,3250.0,4,2829.0,1444.0,4916.0,1864.0,1648.0,5.0,2002,2006-01-17 00:00:00.000,149694.0,375.0,225.0,Auction,Tullamarine (VIC),AUSTRALIA,34560.0,10000.0,violet,4,37.0,48549.4054054054,0.1104368932038835,0.23058252427184467
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,1988,4,94.0,5700.0,170.0,3700.0,4,2704.0,1424.0,4556.0,1750.0,1263.0,5.0,1996,2000-07-27 00:00:00.000,90806.0,525.0,315.0,Auction,Newcastle (NSW),GERMANY,26770.0,6900.0,green,4,48.0,22701.5,0.07442596991290577,0.13460015835312747
HOLD,Convertible,Passenger,Petrol - Unleaded ULP,Piston,4.0,2198,4,110.0,5600.0,210.0,4000.0,2,2614.0,1411.0,4476.0,1831.0,1620.0,4.0,2008,2012-01-04 00:00:00.000,77348.0,230.0,140.0,Auction,Geebung (QLD),BELGIUM,47490.0,16850.0,red,4,44.0,21094.909090909092,0.06790123456790123,0.12962962962962962
TOYO,Utility,Light Commercial,Diesel,Piston,5.0,2982,4,126.0,3600.0,343.0,3400.0,4,3085.0,1810.0,5130.0,1760.0,1815.0,5.0,2008,2014-12-02 00:00:00.000,340913.0,270.0,180.0,Auction,Townsville (QLD),THAILAND,41890.0,9750.0,white,6,72.0,56818.833333333336,0.06942148760330578,0.18898071625344354
TOYO,Liftback,Passenger,Petrol - Unleaded ULP,Piston,4.0,1762,4,85.0,5800.0,154.0,4800.0,5,2465.0,1385.0,4295.0,1690.0,1160.0,5.0,2001,2004-08-12 00:00:00.000,26478.0,400.0,240.0,Fixed Price,Canberra (ACT),JAPAN,26320.0,14000.0,violet,3,36.0,8826.0,0.07327586206896551,0.13275862068965516
MITS,Wagon,SUV,Petrol - Unleaded ULP,Piston,6.0,2359,4,125.0,6000.0,226.0,4100.0,5,2670.0,1740.0,4640.0,1800.0,1560.0,5.0,2008,2012-06-21 00:00:00.000,88185.0,230.0,140.0,Auction,Dubbo (NSW),JAPAN,33790.0,12750.0,white,4,47.0,22515.31914893617,0.08012820512820513,0.14487179487179488
TOYO,Liftback,Passenger,Petrol - Unleaded ULP,Piston,5.0,1587,4,78.0,5800.0,135.0,4800.0,5,2465.0,1380.0,4095.0,1685.0,1040.0,5.0,1999,2000-12-12 00:00:00.000,48132.0,450.0,270.0,Auction,Hobart (TAS),AUSTRALIA,18777.0,14700.0,red,1,12.0,48132.0,0.075,0.12980769230769232
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,3984,6,195.0,6000.0,391.0,3250.0,4,2838.0,1453.0,4967.0,1868.0,1583.274504508248,5.0,2011,2013-09-24 00:00:00.000,61775.0,150.0,90.0,Auction,Sunshine (VIC),AUSTRALIA,43390.0,16400.0,green,2,24.0,30887.5,0.12316247084428698,0.24695654410316006
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,2995,6,141.0,5200.0,279.0,4400.0,4,2720.0,1495.0,4805.0,1795.0,1500.0,5.0,2006,2008-07-09 00:00:00.000,41023.0,275.0,165.0,Auction,Newcastle (NSW),AUSTRALIA,33150.0,13200.0,indigo,2,24.0,20511.5,0.094,0.186
TOYO,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,2694,4,108.0,4800.0,235.0,4000.0,4,2850.0,1630.0,4785.0,1700.0,1398.0,5.0,2004,2006-01-12 00:00:00.000,71347.0,390.0,260.0,Auction,Darwin (NT),JAPAN,26780.0,14900.0,white,2,13.0,65858.76923076923,0.07725321888412018,0.1680972818311874
TOYO,Wagon,SUV,Petrol - Unleaded ULP,Piston,5.0,3456,6,201.0,6200.0,337.0,4700.0,5,2790.0,1760.0,4785.0,1910.0,2055.0,7.0,2010,2011-12-21 00:00:00.000,18357.0,180.0,110.0,Dealer Only Auction,Belmore (NSW),JAPAN,65490.0,55750.0,indigo,1,12.0,18357.0,0.09781021897810219,0.16399026763990268
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2788.0,1450.0,4884.0,1842.0,1547.0,5.0,2000,2001-12-18 00:00:00.000,41887.0,425.0,255.0,Auction,Welshpool (WA),AUSTRALIA,29030.0,19200.0,green,1,12.0,41887.0,0.09502262443438914,0.1965093729799612
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2788.0,1450.0,4884.0,1842.0,1547.0,5.0,1999,2000-07-17 00:00:00.000,58420.0,450.0,270.0,Auction,Belmore (NSW),AUSTRALIA,30500.0,20800.0,white,1,12.0,58420.0,0.09502262443438914,0.1965093729799612
